Evolving 30 sharks over 10000 generations (max_steps=200, lives=3, mutation_rate=0.2, seed=0)...

  Gen |  Size |  Speed | Caution |  Fitness
  480 | 8.660 |  5.288 |   0.429 |  43.6000
  481 | 8.451 |  5.114 |   0.227 |   2.1000
  482 | 8.450 |  5.114 |   0.258 |  13.8000
  483 | 8.929 |  5.664 |   0.393 |  10.1000
  484 | 8.458 |  5.129 |   0.266 |   2.5333
  485 | 8.493 |  4.651 |   0.291 |  14.0000
  486 | 8.675 |  5.817 |   0.333 |  12.8667
  487 | 8.496 |  5.396 |   0.253 |  14.7000
  488 | 8.822 |  4.616 |   0.405 |  -0.1667
  489 | 8.766 |  5.065 |   0.369 |  13.0000
  490 | 8.510 |  5.360 |   0.211 |   0.0000
  491 | 8.825 |  5.116 |   0.372 |  23.6333
  492 | 8.692 |  4.559 |   0.375 |   6.7667
  493 | 8.875 |  5.235 |   0.292 |   8.0333
  494 | 8.237 |  4.987 |   0.333 |  29.8667
  495 | 8.570 |  5.127 |   0.327 |  -1.3000
  496 | 8.739 |  5.085 |   0.288 |  -0.6000
  497 | 8.416 |  5.312 |   0.406 |  -2.0333
  498 | 8.446 |  5.779 |   0.359 |  20.1667
  499 | 8.449 |  5.771 |   0.357 |   1.4333
  500 | 8.589 |  5.563 |   0.343 |  24.1000
  501 | 8.629 |  5.503 |   0.339 |  39.3667
  502 | 8.879 |  5.418 |   0.344 |  55.4000
  503 | 8.396 |  4.898 |   0.264 |   0.5000
  504 | 8.689 |  4.831 |   0.348 |  16.4000
  505 | 8.180 |  4.974 |   0.276 |  25.6333
  506 | 8.374 |  5.617 |   0.445 |  22.1000
  507 | 8.374 |  5.617 |   0.445 |  18.6333
  508 | 8.380 |  5.586 |   0.442 |  19.4000
  509 | 8.385 |  5.654 |   0.431 |   7.5333
  510 | 8.900 |  5.763 |   0.431 |   7.4333
  511 | 8.137 |  5.380 |   0.463 |   6.6667
  512 | 8.431 |  5.351 |   0.424 |  -9.3333
  513 | 8.642 |  5.588 |   0.545 |   6.9667
  514 | 8.418 |  5.438 |   0.407 |  35.5333
  515 | 9.000 |  5.688 |   0.445 |  14.1667
  516 | 8.742 |  5.445 |   0.420 |   9.1667
  517 | 8.468 |  5.450 |   0.429 |  -1.6000
  518 | 8.053 |  5.561 |   0.429 |  17.3333
  519 | 8.267 |  5.507 |   0.429 |   9.4333
  520 | 8.930 |  5.921 |   0.422 |  22.3667
  521 | 8.568 |  5.869 |   0.425 |   2.2333
  522 | 8.611 |  5.907 |   0.422 |  25.8333
  523 | 8.478 |  5.788 |   0.287 |  -0.6667
  524 | 8.538 |  4.896 |   0.382 |  24.5333
  525 | 8.691 |  5.017 |   0.587 |  32.1000
  526 | 8.533 |  4.875 |   0.397 |  12.2667
  527 | 8.629 |  5.503 |   0.484 |  21.3333
  528 | 8.628 |  5.166 |   0.386 |  22.0667
  529 | 8.621 |  5.451 |   0.254 |   3.1333
  530 | 8.722 |  5.595 |   0.363 |  28.9000
  531 | 8.640 |  6.393 |   0.373 |  -1.4000
  532 | 8.200 |  5.059 |   0.384 |  -5.0000
  533 | 8.584 |  5.520 |   0.378 |  12.2333
  534 | 8.372 |  4.980 |   0.406 |  44.9667
  535 | 8.486 |  5.339 |   0.385 |  10.0000
  536 | 8.486 |  5.339 |   0.203 |  22.4000
  537 | 8.373 |  5.191 |   0.393 |  22.9333
  538 | 8.371 |  5.153 |   0.390 |  27.2667
  539 | 8.301 |  5.034 |   0.395 |  39.3667
  540 | 8.198 |  4.901 |   0.403 |  30.0333
  541 | 8.292 |  4.622 |   0.488 |  14.8667
  542 | 8.486 |  5.059 |   0.340 |  34.9667
  543 | 7.921 |  4.872 |   0.365 |  27.9333
  544 | 7.922 |  4.179 |   0.392 |  43.1000
  545 | 7.947 |  4.622 |   0.341 |   8.5000
  546 | 7.958 |  4.222 |   0.392 |  21.2000
  547 | 7.899 |  4.375 |   0.345 |  -0.2667
  548 | 8.302 |  4.633 |   0.359 |  31.1333
  549 | 8.302 |  4.633 |   0.359 |   1.7333
  550 | 8.388 |  4.380 |   0.353 |   8.1000
  551 | 8.390 |  4.297 |   0.375 |   4.6333
  552 | 8.345 |  4.309 |   0.372 |  15.2667
  553 | 8.356 |  3.948 |   0.397 |  12.8667
  554 | 8.528 |  3.997 |   0.221 |  24.8333
  555 | 8.255 |  4.021 |   0.317 |   9.4667
  556 | 8.230 |  4.064 |   0.323 |  14.3667
  557 | 8.230 |  4.064 |   0.323 |   2.8333
  558 | 8.026 |  3.190 |   0.389 |  38.2667
  559 | 8.026 |  2.430 |   0.389 |  24.2333
  560 | 8.061 |  4.278 |   0.335 |  15.2333
  561 | 7.769 |  3.523 |   0.357 |  18.6667
  562 | 7.956 |  3.585 |   0.380 |  -2.6000
  563 | 7.679 |  4.082 |   0.351 |  16.7000
  564 | 7.679 |  4.082 |   0.351 |  10.6667
  565 | 7.935 |  3.461 |   0.326 |  27.0667
  566 | 7.802 |  3.528 |   0.377 |  13.1667
  567 | 8.117 |  3.475 |   0.325 | -11.1333
  568 | 8.206 |  3.953 |   0.333 |  -6.0333
  569 | 8.405 |  4.103 |   0.351 |  23.6333
  570 | 8.052 |  3.782 |   0.368 |   6.0667
  571 | 8.324 |  4.272 |   0.353 |  27.4333
  572 | 8.222 |  4.069 |   0.359 |  16.3333
  573 | 8.504 |  4.026 |   0.421 |  15.9333
  574 | 8.248 |  4.381 |   0.363 |   4.7667
  575 | 8.010 |  4.241 |   0.356 |  -6.2000
  576 | 8.096 |  4.187 |   0.396 |  30.6667
  577 | 7.918 |  4.107 |   0.368 |  10.4667
  578 | 8.097 |  4.391 |   0.389 |   4.1333
  579 | 8.319 |  3.714 |   0.376 |  -5.4000
  580 | 8.047 |  4.034 |   0.423 |  20.8000
  581 | 8.091 |  4.060 |   0.358 |   3.4000
  582 | 8.091 |  4.060 |   0.358 |  -3.0667
  583 | 8.615 |  3.589 |   0.414 |  22.7333
  584 | 8.299 |  3.964 |   0.334 |  34.2333
  585 | 7.405 |  4.634 |   0.368 |  27.0667
  586 | 8.301 |  3.963 |   0.334 |   7.1000
  587 | 8.689 |  3.905 |   0.462 |  14.0667
  588 | 8.255 |  4.075 |   0.370 |  26.0000
  589 | 8.652 |  3.776 |   0.356 |  20.4667
  590 | 8.324 |  4.176 |   0.373 |   5.6333
  591 | 8.538 |  4.795 |   0.371 |  14.6333
  592 | 8.255 |  4.062 |   0.366 |  -1.2000
  593 | 8.556 |  4.743 |   0.377 |  39.7333
  594 | 8.110 |  4.351 |   0.375 |  26.5333
  595 | 8.490 |  3.799 |   0.406 |   2.5667
  596 | 8.335 |  3.244 |   0.431 |  11.8333
  597 | 8.549 |  4.286 |   0.398 |  21.4333
  598 | 8.350 |  3.942 |   0.430 |  26.6000
  599 | 8.610 |  4.714 |   0.428 |  15.4667
  600 | 8.358 |  3.457 |   0.423 |   6.1667
  601 | 8.606 |  4.832 |   0.411 |   5.7333
  602 | 8.346 |  4.610 |   0.448 |  31.4000
  603 | 8.118 |  4.469 |   0.430 |  17.0333
  604 | 8.373 |  4.728 |   0.491 |   3.2000
  605 | 8.544 |  5.913 |   0.393 |  27.3000
  606 | 8.339 |  5.590 |   0.411 |   8.3000
  607 | 8.307 |  4.551 |   0.430 |  39.5333
  608 | 8.390 |  5.234 |   0.418 |  14.3000
  609 | 8.547 |  4.315 |   0.465 |   8.4333
  610 | 8.398 |  3.983 |   0.415 |   5.7000
  611 | 7.792 |  5.126 |   0.420 |  29.7333
  612 | 7.941 |  4.865 |   0.463 |  32.9000
  613 | 7.941 |  4.865 |   0.463 |   3.7333
  614 | 7.891 |  4.900 |   0.417 |  22.0000
  615 | 8.016 |  4.733 |   0.398 |  47.2000
  616 | 8.042 |  5.367 |   0.407 |  26.7000
  617 | 7.910 |  5.054 |   0.336 |  28.1000
  618 | 8.159 |  4.300 |   0.401 |  20.0667
  619 | 7.810 |  4.800 |   0.385 |  -2.5667
  620 | 8.033 |  4.026 |   0.328 |  12.8333
  621 | 7.758 |  4.175 |   0.385 |  34.2000
  622 | 7.866 |  4.793 |   0.393 |  32.3000
  623 | 7.903 |  4.743 |   0.358 |  13.1667
  624 | 8.147 |  4.676 |   0.269 |   7.7667
  625 | 7.167 |  4.696 |   0.442 |  23.6667
  626 | 7.536 |  4.700 |   0.366 |  12.3667
  627 | 7.694 |  4.648 |   0.368 |  19.4000
  628 | 8.248 |  5.336 |   0.368 |  14.0667
  629 | 7.836 |  5.161 |   0.420 |  23.3667
  630 | 7.754 |  5.314 |   0.408 |  43.5000
  631 | 7.691 |  4.851 |   0.400 |  32.1000
  632 | 7.632 |  4.716 |   0.415 |  26.8000
  633 | 7.879 |  4.931 |   0.339 |  30.8000
  634 | 7.948 |  4.393 |   0.369 |  31.7667
  635 | 7.627 |  4.722 |   0.389 |  29.1000
  636 | 7.672 |  6.019 |   0.390 |   7.8333
  637 | 8.530 |  4.151 |   0.411 |   9.2333
  638 | 7.681 |  4.718 |   0.414 |  26.3000
  639 | 7.146 |  6.358 |   0.384 |  12.1667
  640 | 7.061 |  5.683 |   0.372 |  43.5000
  641 | 7.506 |  4.599 |   0.410 |  27.4333
  642 | 7.527 |  4.862 |   0.404 |  26.2333
  643 | 7.266 |  5.612 |   0.387 |  27.8333
  644 | 7.350 |  5.388 |   0.352 |   9.2000
  645 | 7.660 |  4.723 |   0.394 |  16.3667
  646 | 7.416 |  5.047 |   0.366 |   7.5667
  647 | 7.379 |  5.124 |   0.367 |   6.4333
  648 | 7.564 |  4.816 |   0.392 |  17.4000
  649 | 6.903 |  5.131 |   0.364 |  -4.6667
  650 | 7.500 |  5.110 |   0.387 |  26.1667
  651 | 7.409 |  5.013 |   0.389 |  34.6333
  652 | 7.483 |  4.925 |   0.442 |   7.1667
  653 | 7.353 |  5.247 |   0.411 |  24.0333
  654 | 7.406 |  5.202 |   0.426 |  14.2667
  655 | 7.031 |  5.436 |   0.436 |  53.0000
  656 | 7.031 |  5.436 |   0.436 |  47.2333
  657 | 7.378 |  4.376 |   0.433 |  39.8667
  658 | 7.183 |  4.962 |   0.485 |  26.1000
  659 | 7.347 |  4.552 |   0.301 |  28.3000
  660 | 6.905 |  4.779 |   0.398 |  36.2667
  661 | 7.196 |  4.796 |   0.426 |  43.0000
  662 | 7.196 |  4.796 |   0.426 |  18.4333
  663 | 7.196 |  4.796 |   0.426 |  24.6667
  664 | 7.657 |  4.777 |   0.385 |  39.5667
  665 | 7.283 |  4.934 |   0.388 |  46.3000
  666 | 7.206 |  5.013 |   0.384 |  34.8333
  667 | 7.382 |  4.221 |   0.408 |  20.5333
  668 | 7.116 |  5.069 |   0.503 |  30.9667
  669 | 7.243 |  4.665 |   0.458 |  18.2667
  670 | 7.259 |  4.791 |   0.410 |  61.4000
  671 | 7.259 |  4.791 |   0.410 |  38.6667
  672 | 7.251 |  4.764 |   0.409 |  16.6667
  673 | 7.108 |  4.872 |   0.406 |  -2.4667
  674 | 7.285 |  5.680 |   0.411 |   0.7333
  675 | 7.226 |  5.684 |   0.375 |  15.4000
  676 | 7.225 |  4.133 |   0.421 |  17.5000
  677 | 7.183 |  5.145 |   0.378 |  33.6333
  678 | 7.173 |  5.184 |   0.394 |  29.1667
  679 | 7.030 |  4.847 |   0.457 |  24.5667
  680 | 7.053 |  4.921 |   0.432 |  31.8667
  681 | 6.929 |  5.579 |   0.433 |   6.0333
  682 | 7.066 |  4.996 |   0.431 |  19.1333
  683 | 6.668 |  4.928 |   0.425 |  65.9333
  684 | 7.032 |  5.564 |   0.410 |  16.0000
  685 | 7.027 |  5.357 |   0.335 |  12.9333
  686 | 7.037 |  5.369 |   0.369 |  14.5333
  687 | 7.301 |  5.465 |   0.395 |  25.3333
  688 | 7.307 |  5.250 |   0.403 |  47.6333
  689 | 7.626 |  4.914 |   0.456 |  14.4667
  690 | 6.973 |  5.287 |   0.415 |  15.6667
  691 | 6.857 |  5.537 |   0.422 |  30.4667
  692 | 7.174 |  5.411 |   0.405 |  17.3667
  693 | 6.949 |  5.576 |   0.448 |  12.5667
  694 | 6.949 |  5.576 |   0.448 |  20.8333
  695 | 7.099 |  5.551 |   0.410 |  53.0000
  696 | 7.077 |  5.278 |   0.424 |  34.1000
  697 | 6.687 |  5.660 |   0.445 |  33.0333
  698 | 7.177 |  5.531 |   0.451 |   9.6000
  699 | 7.239 |  5.637 |   0.445 |  12.9667
  700 | 6.965 |  5.526 |   0.431 |  37.9667
  701 | 6.983 |  5.529 |   0.430 |  18.2000
  702 | 6.982 |  6.485 |   0.431 |  47.8333
  703 | 7.278 |  5.293 |   0.438 |   8.4667
  704 | 7.073 |  5.659 |   0.448 |   9.2667
  705 | 7.549 |  7.789 |   0.432 |  50.2667
  706 | 7.126 |  5.288 |   0.365 |  34.7333
  707 | 6.988 |  6.091 |   0.492 |  46.1667
  708 | 7.241 |  5.563 |   0.442 |   3.0333
  709 | 7.765 |  5.381 |   0.357 |  10.3667
  710 | 7.151 |  5.636 |   0.405 |  17.2667
  711 | 7.074 |  5.225 |   0.418 |  29.7667
  712 | 7.626 |  5.412 |   0.379 |  27.7000
  713 | 7.125 |  5.733 |   0.413 |  40.1333
  714 | 7.421 |  5.523 |   0.467 |  32.7333
  715 | 7.429 |  5.398 |   0.431 |  13.8333
  716 | 7.279 |  5.622 |   0.409 |  44.6667
  717 | 7.811 |  5.746 |   0.319 |  16.0000
  718 | 7.342 |  5.586 |   0.402 |  14.0000
  719 | 7.429 |  5.470 |   0.415 |  38.7333
  720 | 7.181 |  5.688 |   0.520 |  28.8000
  721 | 7.363 |  5.566 |   0.396 |   4.2333
  722 | 7.386 |  5.169 |   0.466 |  23.8000
  723 | 7.442 |  5.456 |   0.485 |   9.2333
  724 | 7.249 |  5.615 |   0.493 |  11.2000
  725 | 7.284 |  5.704 |   0.435 |  35.3000
  726 | 7.163 |  5.470 |   0.467 |  13.7000
  727 | 7.313 |  5.611 |   0.446 |   5.6667
  728 | 7.234 |  5.577 |   0.428 |  47.6667
  729 | 7.329 |  5.624 |   0.429 |   7.1000
  730 | 7.184 |  6.005 |   0.427 |  19.4333
  731 | 7.346 |  5.317 |   0.433 |  48.4333
  732 | 7.291 |  5.697 |   0.481 |  19.5667
  733 | 7.408 |  5.671 |   0.412 |  26.6667
  734 | 7.497 |  5.769 |   0.488 |  47.8000
  735 | 7.439 |  5.653 |   0.448 |  33.0333
  736 | 7.364 |  5.026 |   0.415 |  12.5000
  737 | 7.920 |  5.459 |   0.440 |  57.7000
  738 | 7.467 |  5.765 |   0.505 |  13.7333
  739 | 7.664 |  5.458 |   0.405 |  15.7667
  740 | 7.510 |  5.468 |   0.469 |   8.9667
  741 | 7.407 |  5.079 |   0.413 |  26.6000
  742 | 7.037 |  5.520 |   0.424 |  20.6000
  743 | 7.923 |  5.367 |   0.415 |  14.4667
  744 | 7.253 |  5.662 |   0.436 |  30.4333
  745 | 7.848 |  5.339 |   0.403 |  30.9667
  746 | 7.361 |  5.758 |   0.437 |  26.3000
  747 | 7.617 |  5.711 |   0.381 |  41.7667
  748 | 7.350 |  5.168 |   0.419 |  45.8333
  749 | 7.571 |  5.264 |   0.385 |   2.8667
  750 | 7.188 |  5.439 |   0.422 |  31.6000
  751 | 7.233 |  5.339 |   0.418 |  52.3000
  752 | 6.773 |  5.872 |   0.426 |  24.2333
  753 | 7.270 |  5.176 |   0.409 |  -4.0333
  754 | 7.264 |  4.225 |   0.487 |  53.8000
  755 | 7.172 |  5.056 |   0.423 |  34.0000
  756 | 6.844 |  6.478 |   0.413 |  53.9667
  757 | 6.681 |  6.420 |   0.451 |  29.5000
  758 | 7.343 |  5.685 |   0.381 |  38.5667
  759 | 7.323 |  5.981 |   0.384 |   7.0667
  760 | 7.188 |  5.819 |   0.384 |  19.3333
  761 | 7.453 |  6.246 |   0.371 |   6.3333
  762 | 7.128 |  5.941 |   0.403 |   9.7000
  763 | 7.467 |  5.649 |   0.372 |  16.9333
  764 | 7.218 |  6.284 |   0.413 |  16.0667
  765 | 7.634 |  5.979 |   0.414 |  33.2333
  766 | 7.196 |  6.339 |   0.496 |   9.9000
  767 | 7.196 |  6.339 |   0.496 |  12.9000
  768 | 7.040 |  6.133 |   0.408 |  10.1667
  769 | 6.816 |  6.478 |   0.465 |  20.6667
  770 | 7.295 |  6.080 |   0.450 |  13.2000
  771 | 7.172 |  6.632 |   0.347 |  22.1000
  772 | 6.847 |  6.213 |   0.431 |  21.6667
  773 | 7.475 |  6.182 |   0.469 |  33.3667
  774 | 7.488 |  6.531 |   0.423 |   0.4333
  775 | 7.390 |  6.592 |   0.415 |  23.8667
  776 | 8.433 |  6.158 |   0.490 |  25.7667
  777 | 8.216 |  6.176 |   0.484 |  32.0000
  778 | 8.216 |  6.176 |   0.484 |  16.1333
  779 | 7.105 |  6.421 |   0.379 |  19.9000
  780 | 7.618 |  6.597 |   0.595 |  34.8333
  781 | 7.665 |  6.347 |   0.413 |  24.4667
  782 | 7.480 |  6.651 |   0.565 |  19.4667
  783 | 6.899 |  6.361 |   0.421 |  28.6333
  784 | 7.358 |  6.655 |   0.467 |  31.9667
  785 | 7.113 |  6.300 |   0.456 |  15.0333
  786 | 7.113 |  6.300 |   0.376 |  24.7000
  787 | 6.917 |  7.529 |   0.469 |  -5.8667
  788 | 7.805 |  6.520 |   0.400 |  22.0667
  789 | 7.444 |  6.388 |   0.619 |  11.5667
  790 | 7.085 |  6.611 |   0.397 |  20.6333
  791 | 7.946 |  6.206 |   0.461 |  23.4000
  792 | 7.284 |  6.651 |   0.437 |  44.8667
  793 | 7.406 |  6.577 |   0.444 |  28.8333
  794 | 7.245 |  6.251 |   0.437 |  32.7333
  795 | 7.358 |  6.320 |   0.428 |  25.8000
  796 | 7.283 |  6.311 |   0.427 |  16.6667
  797 | 7.322 |  6.345 |   0.429 |  59.2333
  798 | 7.315 |  6.174 |   0.422 |  51.2333
  799 | 7.032 |  6.373 |   0.440 |  49.3667
  800 | 7.075 |  6.340 |   0.412 |  31.4000
  801 | 7.103 |  5.985 |   0.436 |  30.3667
  802 | 7.316 |  5.730 |   0.659 |  50.3000
  803 | 6.869 |  6.405 |   0.375 |  41.7667
  804 | 7.204 |  6.216 |   0.433 |  23.7000
  805 | 7.507 |  6.262 |   0.479 |  19.5000
  806 | 7.444 |  5.844 |   0.539 |  23.3667
  807 | 7.272 |  5.835 |   0.461 |  -0.0667
  808 | 7.269 |  5.799 |   0.478 |  23.6667
  809 | 7.433 |  6.513 |   0.457 |  37.5667
  810 | 7.269 |  6.132 |   0.478 |  30.7667
  811 | 7.378 |  6.169 |   0.458 |  10.5000
  812 | 7.699 |  6.448 |   0.472 |  25.6667
  813 | 7.384 |  6.112 |   0.463 |  22.9333
  814 | 6.951 |  6.030 |   0.454 |  52.1333
  815 | 7.170 |  5.318 |   0.432 |  12.6333
  816 | 7.480 |  5.940 |   0.485 |  19.9667
  817 | 7.212 |  5.712 |   0.455 |  45.2000
  818 | 7.238 |  6.001 |   0.440 |  22.2667
  819 | 7.212 |  6.586 |   0.531 |  24.1667
  820 | 7.340 |  5.682 |   0.501 |  14.3333
  821 | 7.506 |  6.557 |   0.552 |  29.2000
  822 | 7.255 |  5.995 |   0.481 |  29.8667
  823 | 7.058 |  5.995 |   0.450 |   9.9667
  824 | 7.257 |  5.728 |   0.476 |  33.5000
  825 | 7.436 |  5.833 |   0.508 |  26.9333
  826 | 7.417 |  5.530 |   0.481 |   0.2333
  827 | 7.415 |  6.725 |   0.540 |  17.6667
  828 | 7.743 |  5.706 |   0.473 |  -5.8333
  829 | 7.512 |  5.771 |   0.468 |  32.0000
  830 | 7.559 |  6.132 |   0.331 |  38.3667
  831 | 7.094 |  6.307 |   0.484 |  30.2000
  832 | 6.659 |  6.362 |   0.465 |  12.3333
  833 | 7.138 |  7.236 |   0.480 |  43.5667
  834 | 7.147 |  6.330 |   0.472 |   0.1000
  835 | 7.306 |  5.739 |   0.544 |   9.2000
  836 | 7.207 |  5.986 |   0.517 |  29.2000
  837 | 7.204 |  6.096 |   0.501 |  44.0333
  838 | 7.266 |  6.298 |   0.448 |  10.4333
  839 | 7.354 |  6.140 |   0.488 |  46.1333
  840 | 7.225 |  6.816 |   0.497 |  23.0667
  841 | 7.323 |  5.708 |   0.514 |  13.9667
  842 | 7.176 |  6.624 |   0.482 |  13.9333
  843 | 7.166 |  6.042 |   0.493 |  30.6667
  844 | 7.191 |  6.381 |   0.495 |  28.6333
  845 | 6.907 |  6.276 |   0.550 |  29.4333
  846 | 7.175 |  5.913 |   0.499 |  63.0667
  847 | 7.230 |  6.005 |   0.528 |  20.4000
  848 | 7.638 |  5.675 |   0.506 |  16.4667
  849 | 7.041 |  6.396 |   0.589 |  13.8333
  850 | 7.065 |  6.508 |   0.583 |  43.3333
  851 | 7.256 |  5.943 |   0.511 |  -4.6000
  852 | 6.556 |  6.533 |   0.531 |  29.9000
  853 | 7.510 |  5.807 |   0.421 |  21.2667
  854 | 7.070 |  6.472 |   0.484 |  78.5000
  855 | 7.070 |  6.472 |   0.484 |  42.4000
  856 | 7.126 |  6.111 |   0.451 |  15.6000
  857 | 7.341 |  6.900 |   0.439 |  12.0000
  858 | 7.091 |  6.352 |   0.486 |  45.8000
  859 | 7.004 |  6.497 |   0.372 |  38.6333
  860 | 7.377 |  6.423 |   0.394 |  26.3667
  861 | 7.377 |  6.423 |   0.394 |  51.3000
  862 | 6.994 |  6.728 |   0.569 |  66.7667
  863 | 6.845 |  6.275 |   0.521 |  52.8000
  864 | 7.012 |  6.087 |   0.391 |  26.5333
  865 | 6.961 |  7.212 |   0.520 |  38.8667
  866 | 6.961 |  6.294 |   0.495 |  22.2333
  867 | 6.875 |  6.214 |   0.370 |  24.5333
  868 | 6.791 |  6.396 |   0.458 |  23.3000
  869 | 6.863 |  5.972 |   0.452 |  36.2333
  870 | 6.997 |  7.108 |   0.457 |  20.7000
  871 | 6.903 |  6.214 |   0.383 |  24.8667
  872 | 6.863 |  5.814 |   0.392 |  10.7667
  873 | 6.589 |  5.994 |   0.433 |  34.4667
  874 | 7.032 |  5.530 |   0.414 |  13.4667
  875 | 6.698 |  6.121 |   0.505 |   7.0333
  876 | 6.991 |  5.506 |   0.400 |  34.4333
  877 | 6.040 |  6.103 |   0.325 |  16.9667
  878 | 6.966 |  5.457 |   0.395 |  10.4667
  879 | 6.765 |  6.085 |   0.448 |  31.3667
  880 | 6.900 |  6.350 |   0.386 |  12.5000
  881 | 6.915 |  5.526 |   0.405 |  12.4667
  882 | 7.727 |  5.923 |   0.400 |  38.2000
  883 | 6.726 |  5.486 |   0.411 |  39.2000
  884 | 7.187 |  5.700 |   0.555 |  20.5000
  885 | 6.735 |  5.519 |   0.408 |  36.0667
  886 | 7.410 |  5.421 |   0.425 |  33.8000
  887 | 7.103 |  5.261 |   0.427 |  11.8667
  888 | 7.133 |  5.688 |   0.408 |  58.0667
  889 | 7.190 |  5.508 |   0.440 |  27.0000
  890 | 7.086 |  5.492 |   0.431 |  49.7333
  891 | 7.131 |  5.940 |   0.427 |  36.7667
  892 | 7.142 |  5.549 |   0.424 |  29.0000
  893 | 6.905 |  5.596 |   0.428 |  26.3667
  894 | 7.003 |  5.700 |   0.397 |  20.5333
  895 | 6.511 |  4.521 |   0.424 |  38.0333
  896 | 7.648 |  4.729 |   0.402 |  26.1000
  897 | 6.992 |  5.688 |   0.399 |   1.0667
  898 | 7.116 |  5.172 |   0.381 |  30.9667
  899 | 7.115 |  5.553 |   0.493 |  21.6667
  900 | 7.692 |  5.004 |   0.417 |  40.0000
  901 | 7.298 |  5.396 |   0.428 |  40.0000
  902 | 7.588 |  5.065 |   0.436 |   0.6000
  903 | 7.650 |  5.517 |   0.422 |  36.1000
  904 | 7.476 |  4.893 |   0.441 |  16.7667
  905 | 7.051 |  5.499 |   0.422 |   3.6333
  906 | 6.965 |  5.317 |   0.433 |  22.9000
  907 | 7.063 |  4.944 |   0.599 |  51.4667
  908 | 7.251 |  4.685 |   0.428 |  32.8667
  909 | 7.215 |  4.732 |   0.433 |   7.2333
  910 | 7.240 |  5.271 |   0.534 |  24.2667
  911 | 6.711 |  5.008 |   0.459 |  42.9667
  912 | 7.064 |  4.987 |   0.428 |  66.4000
  913 | 7.004 |  4.472 |   0.470 |  30.2333
  914 | 6.922 |  5.199 |   0.474 |  34.1333
  915 | 6.911 |  5.150 |   0.467 |  18.3000
  916 | 7.021 |  4.962 |   0.440 |   0.5333
  917 | 6.789 |  4.597 |   0.464 |  17.1333
  918 | 6.828 |  4.823 |   0.485 |  65.6667
  919 | 7.027 |  5.315 |   0.465 |  12.4000
  920 | 6.658 |  5.217 |   0.523 |  13.1000
  921 | 6.992 |  4.996 |   0.504 |  20.2333
  922 | 7.819 |  4.379 |   0.389 |  22.0667
  923 | 7.339 |  5.018 |   0.442 |  37.9667
  924 | 6.566 |  5.127 |   0.474 |  28.1000
  925 | 6.612 |  4.940 |   0.493 |  72.8333
  926 | 6.590 |  5.027 |   0.443 |  28.8333
  927 | 6.848 |  5.298 |   0.480 |  32.0333
  928 | 7.450 |  4.918 |   0.502 |   5.6333
  929 | 6.791 |  5.088 |   0.487 |  39.9000
  930 | 6.791 |  5.088 |   0.487 |  26.5333
  931 | 6.606 |  5.151 |   0.495 |  58.8000
  932 | 7.033 |  5.494 |   0.545 |  38.9667
  933 | 7.122 |  5.081 |   0.489 |  42.6333
  934 | 6.742 |  5.612 |   0.481 |  33.9000
  935 | 7.014 |  5.246 |   0.483 |  19.2333
  936 | 7.072 |  5.208 |   0.475 |  16.4000
  937 | 7.063 |  5.203 |   0.468 |  41.8000
  938 | 7.156 |  5.322 |   0.413 |   9.5667
  939 | 7.103 |  4.884 |   0.410 |  66.9000
  940 | 7.045 |  5.301 |   0.490 |   8.8000
  941 | 7.107 |  6.582 |   0.482 |  -0.4333
  942 | 6.737 |  5.249 |   0.405 |  10.5000
  943 | 6.931 |  5.281 |   0.460 |  17.3667
  944 | 6.997 |  5.609 |   0.411 |  33.4000
  945 | 7.653 |  6.070 |   0.493 |  24.7667
  946 | 6.906 |  5.307 |   0.582 |  28.8333
  947 | 6.824 |  5.320 |   0.475 |  15.0333
  948 | 7.568 |  6.414 |   0.519 |  32.3333
  949 | 7.566 |  6.411 |   0.519 |  25.5000
  950 | 6.887 |  5.450 |   0.448 |  32.9667
  951 | 6.911 |  5.188 |   0.383 |  34.3667
  952 | 7.127 |  5.377 |   0.410 |  30.8333
  953 | 7.008 |  5.381 |   0.378 |  29.2667
  954 | 7.154 |  6.348 |   0.438 |  46.4000
  955 | 7.109 |  6.137 |   0.370 |  24.4667
  956 | 7.538 |  6.137 |   0.374 |  19.4333
  957 | 7.170 |  5.826 |   0.379 |  35.7000
  958 | 7.098 |  5.867 |   0.328 |  23.3667
  959 | 7.031 |  5.928 |   0.374 |  18.8000
  960 | 7.031 |  5.928 |   0.374 |  16.8667
  961 | 7.031 |  5.928 |   0.374 |  21.8000
  962 | 7.031 |  5.928 |   0.373 |  13.8333
  963 | 7.010 |  6.245 |   0.383 |  33.8667
  964 | 7.010 |  6.245 |   0.383 |  34.7333
  965 | 7.460 |  5.972 |   0.360 |  28.7333
  966 | 7.460 |  6.158 |   0.360 |  -1.1667
  967 | 7.131 |  6.367 |   0.499 |  36.8000
  968 | 6.856 |  6.287 |   0.484 |  -4.7000
  969 | 7.065 |  5.672 |   0.396 |  27.4000
  970 | 7.172 |  6.476 |   0.483 |  41.4000
  971 | 7.335 |  5.812 |   0.369 |  48.2667
  972 | 7.132 |  5.909 |   0.441 |  40.8667
  973 | 7.185 |  5.896 |   0.378 |  23.1333
  974 | 7.194 |  5.673 |   0.443 |  29.5000
  975 | 7.486 |  6.069 |   0.454 |  45.8000
